filename,predicted_disease_label,predicted_body_location,predicted_caption,ground_truth_disease_label,ground_truth_body_location,ground_truth_caption
youtube/3Dx-63EZR24_frame_27589_0_0.jpg,no definitive diagnosis,,"The image appears to be an abstract or artistic representation, possibly depicting a cosmic scene with stars and nebulae, rather than a clinical skin image. The word 'welt' is visible, which may be a watermark or unrelated text. No discernible skin lesions, patterns, or dermatological findings are present.",no definitive diagnosis,No body location information,"This image shows channels on the surface of a planet, which indicate the presence of liquid water in the past and is a prerequisite for life."
youtube/Lng9V5iMGJQ_frame_8835_0_0.jpg,no definitive diagnosis,eyelid and periorbital area,"The image shows a close-up of an eye with visible redness and irritation around the eyelid and conjunctiva. There are superficial blood vessels and a slightly inflamed appearance, possibly indicating conjunctivitis or blepharitis. The skin appears dry and flaky, particularly around the lower eyelid, which may suggest mild dermatitis or environmental irritation. No discrete lesions, such as papules, plaques, or ulcers, are clearly identifiable.",allergic contact dermatitis,No body location information,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, likely caused by an allergic reaction to a specific substance. Treatment options include avoiding the allergen, using over-the-counter creams, and seeing a dermatologist for prescription medication."
pubmed/64_38_PMC8088159_IDOJ_12_312_g002_0.png,no definitive diagnosis,side of the ear and adjacent scalp,"The image shows multiple small, erythematous, pustular lesions on the side of the ear and adjacent scalp. The lesions appear inflamed and are clustered, possibly representing an acute inflammatory process such as acneiform eruptions, folliculitis, or a localized infection. The presence of multiple piercings on the ear may suggest a potential source of irritation or infection. Without additional clinical context or histopathological confirmation, a definitive diagnosis cannot be made.","irritated seborrheic keratosis (from ""sk/isk"")",No body location information,"Clinical image showing skin-colored papules present bilaterally over the pinna, pre- and post-auricular areas."
public/herpes-type-1-recurrent-3.jpg,no definitive diagnosis,face,"The image shows a close-up of the lower face, including the nose, mouth, and surrounding skin. There is a red, slightly inflamed area on the right cheek near the corner of the mouth, with some scaling or crusting. The lips appear slightly swollen and shiny, with some dryness or flaking at the corners. The skin has a generally fair tone with scattered freckles or lentigines. No specific dermatological diagnosis can be made with certainty based solely on this image.",molluscum contagiosum,No body location information,"This is a clinical skin image, diagnosed as warts molluscum and other viral infections."
youtube/xEYjjpXikwc_frame_3712_0_0.jpg,no definitive diagnosis,unknown,"A small, round, erythematous lesion with a slightly raised, well-demarcated border is visible on the skin. The lesion appears to be a localized area of redness, possibly representing a benign inflammatory or vascular change, such as a small papule, pustule, or early-stage rash. The surrounding skin appears normal with visible skin texture and minor pigmentation variations.","irritated seborrheic keratosis (from ""sk/isk"")",No body location information,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin. The cause of this condition is not yet clear, but it may be related to an autoimmune disorder. Treatment options include topical creams and corticosteroids to reduce inflammation and prevent further irritation."
IIYI/12557_4.png,no definitive diagnosis,unknown,"The image shows scattered, small, erythematous macules or papules on the skin. The lesions are diffuse and appear to be of varying sizes and shapes, without clear clustering or specific pattern. The surrounding skin appears normal in texture and color, and there are no visible vesicles, scales, or ulcerations. The overall appearance is consistent with a non-specific dermatitis or allergic reaction, but no definitive diagnosis can be made without clinical context or additional diagnostic information.",measles,No body location information,The user is discussing a suspected case of adult measles. The post title suggests this and is followed by mentions of high fever and maculopapular rash. A user mentioned observing two cases of adult measles. One was confirmed through the presence of Koplik's spots while the second case was diagnosed outside of the forum discussions. The ongoing discussion appears to support the user's suspicion of having a typical presentation of adult measles.
pubmed/fc_11_PMC10884590_Vetworld-17-150-g001_0.jpg,no definitive diagnosis,fish,"The image shows a fish with mottled, irregular pigmentation on its skin. There are no visible skin lesions, rashes, or abnormalities consistent with dermatological conditions in humans or animals. The appearance is consistent with natural coloration or possible environmental factors affecting the fish's skin.",no definitive diagnosis,No body location information,Epinephilus chlorostigma showing emaciation.
youtube/R9Drgo1xMqg_frame_8972_0_0.jpg,no definitive diagnosis,lower leg,"The image shows a lower leg with a linear incision that appears to be surgically sutured, with visible blood and surrounding erythema. The skin surface is moist and appears inflamed. There is no clear dermatological lesion or disease process visible; the appearance is consistent with a post-operative surgical site.",allergic contact dermatitis,No body location information,"This image shows a skin disease characterized by a purple, raised, and itchy rash, often caused by an allergic reaction to certain substances, and can be treated with topical creams and avoiding the allergen."
youtube/iFnBzD19FrE_frame_64737_0.jpg,no definitive diagnosis,,"The image shows an indoor setting with a projector screen and part of a podium, with no visible skin lesions or dermatological findings.",proliferations,oral,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, caused by an overproduction of skin cells. Treatment options include topical creams and ointments, as well as oral medications in some cases."
pubmed/15_03_PMC10327660_dr-15-2-9617-g001_0.jpg,no definitive diagnosis,chest,"The image shows the chest area of an elderly individual with diffuse, fine telangiectasia and scattered hyperpigmented macules. The skin appears aged with visible striae and mild erythema. There are no discrete, well-defined lesions suggestive of a specific dermatological condition.",drug eruption,No body location information,"A few days after hospitalization, erythema covered the body."
youtube/ZO_3RM9qssE_frame_26250_1.jpg,no definitive diagnosis,oral cavity,"The image shows a close-up of the oral cavity, with visible teeth and surrounding inflamed, erythematous mucosa. There is no clear, distinct skin lesion or dermatological condition identifiable beyond general mucosal irritation or inflammation.",exophytic papillary growth,lips,"This image shows an exophytic papillary growth, which is a common benign tumor of the minor salivary gland, often seen in older patients, particularly in the lower lip and mandibular vestibules. It is characterized by multiple papillary projections that are continuous with the lining, which is covered by stratified squamous epithelium."
edu/Amanda Oakley - Dermatology Made Easy-SCION PUBLISHING (2017)-OCR1_00475_17075.png,no definitive diagnosis,upper arm,"The image shows multiple erythematous, slightly raised, and scattered lesions on the upper arm. The lesions vary in size and appear to be superficial, with some showing a slightly scaly or rough texture. There is no clear pattern or specific morphology that allows for a definitive diagnosis without additional clinical context or history.","eczema, discoid eczema",No body location information,Exudative acute discoid eczema.
youtube/Vrk7360xziM_frame_6521_0.jpg,no definitive diagnosis,not specified,"The image shows a small, erythematous, scaly lesion on the skin, surrounded by normal skin and hair follicles. The lesion appears to be superficial and may represent a variety of conditions such as a minor inflammatory dermatosis, lichenification, or a localized reaction. The presence of scale and erythema suggests possible irritation or mild inflammation, but without additional clinical context or diagnostic tools, a specific diagnosis cannot be confirmed.",allergic contact dermatitis,No body location information,"This image shows a close-up view of a skin disease characterized by red, itchy patches on the skin, caused by an allergic reaction to a particular substance. The treatment options include avoiding the allergen, using over-the-counter creams for relief, and consulting a dermatologist for further treatment."
youtube/OT0JmxCglI4_frame_178469_2.jpg,no definitive diagnosis,,"The image shows a piece of tissue, likely excised, with a red, irregular, and somewhat granular surface. It appears to be a surgical specimen on a gauze pad, but there is no visible skin lesion or context to determine a dermatological condition.",no definitive diagnosis,No body location information,This image shows a sensational Matrix-themed lobby with no archives or matrix-related content.
pubmed/8b_be_PMC10195979_gr4a.png,no definitive diagnosis,abdomen,"The image shows the abdomen of a patient with dark skin tone. There are two linear, fresh-looking incisional wounds with active bleeding, suggesting recent surgical intervention. A small, dark, circular lesion is also visible near the center of the abdomen. The surrounding skin appears intact, with no obvious signs of rash, infection, or other dermatological conditions. The presence of surgical equipment and dressings indicates a post-operative setting.",no definitive diagnosis,chest,A Incisions used for debridement and serve as limiting incision. Healthy looking and bleeding skin and clamped chest tube.B Incisions used for debridement and serve as limiting incision. Healthy looking and bleeding skin and clamped chest tube.
youtube/GamzNQ1mnRE_frame_809_0_0.jpg,no definitive diagnosis,finger,"A small, rounded, erythematous lesion with a central ulceration or crater is visible on the fingertip. The lesion appears to be superficial and may be associated with surrounding inflammation or minor trauma. The surrounding skin shows some moisture or exudate, and the nail bed is partially visible with no obvious signs of nail dystrophy.",pyogenic granuloma,No body location information,"This image shows a Pyogenic Granuloma, a benign skin tumor commonly affecting children and young adults, characterized by a red, raised, and sometimes bloody lesion."
pubmed/f3_be_PMC10868120_12903_2024_3998_Fig1_HTML.png,no definitive diagnosis,oral cavity,"The image shows the oral cavity, including the teeth, gums, and tongue. The teeth appear discolored and have surface irregularities, possibly due to staining, decay, or enamel erosion. The gums are pink and appear healthy, with no obvious signs of inflammation or lesions. The tongue is visible with its typical texture and coloration. There are no clear dermatological lesions or skin conditions evident in this image.",no definitive diagnosis,No body location information,Intraoral view of a lingually bonded fixed steel retainer (test group)
public/dermoscopy-00--isic2017-task1--ISIC-0010185--2d-none.png,no definitive diagnosis,,"The image shows a small, irregularly shaped, brownish pigmented area on the skin. The lesion appears to have a somewhat diffuse and uneven border with scattered darker spots. The surrounding skin is pale with some faint discoloration. Without additional clinical context or higher-resolution imaging, no definitive diagnosis can be made.","melanocytic nevus, nevus",No body location information,"The image is a dermoscopy photograph focusing on a pigmented skin lesion. The lesion is located centrally and occupies approximately 12.5% of the image area. The region of interest, which is centrally located in the middle of the image, displays a pigmented lesion with an irregular distribution of color and texture, suggesting potential abnormality. The lesion's irregularity in color and texture, compared to the surrounding skin, may indicate a pathological process. The lesion's characteristics and its central position relative to the rest of the skin surface could suggest it is the primary area of concern, with the surrounding skin potentially being affected or showing relative positional changes due to the presence of the lesion."
pubmed/18_db_PMC3956789_ad-26-139-g001_2.jpg,no definitive diagnosis,thigh,"Multiple linear purpuric marks and a larger, pale, irregularly shaped area are visible on the thigh. These appear to be superficial bruises or trauma-related discolorations, possibly from recent injury or friction. No specific dermatological disease is evident.",striae,No body location information,Fresh erythematous striae located on the right peroneal region were not affected by vitiligo.
youtube/N6AUh84mRrI_frame_73721_2.jpg,no definitive diagnosis,eyelid,"The image shows a close-up of an open wound or surgical incision on the eyelid, with visible tissue edges and a thin instrument (possibly a needle or suture) inserted into the area. There is significant redness and possible bleeding, suggesting recent trauma or surgical intervention. The surrounding skin appears inflamed and irritated.",no definitive diagnosis,No body location information,"This image describes the various surgical procedures for treating malignant eyelid tumors, including complete surgical excision with margin clearance, pentagon excision for small defects, transposition or local advancement flaps, and eyelid sparing procedures. Reconstruction of the canthus is also important, and different flap combinations can be used depending on the extent of involvement."
pubmed/e5_f4_PMC8355434_RCR2_9_e0827_g006_2.png,no definitive diagnosis,hand,"The image shows a hand resting on a marble surface. There are no visible skin lesions, rashes, or abnormalities such as erythema, scaling, ulceration, or pigmentation changes. The skin appears normal in texture and color. No dermatological condition can be identified from this image.",vasculitis,No body location information,"Clinical examination showing a digital ulcer, flexion contractures, and dry gangrene."
youtube/BC-OLAoqCk4_frame_10492_0_0.jpg,no definitive diagnosis,face,"The image shows a child's face with visible redness and possible irritation or inflammation, particularly around the eyes and cheeks. The child appears to be crying or distressed, and an adult is attending to them. The quality of the image is low-resolution and grainy, making detailed dermatological assessment difficult. There are no clear, identifiable skin lesions such as vesicles, pustules, or specific patterns that would allow for a definitive diagnosis.","irritated seborrheic keratosis (from ""sk/isk"")",mouth,"This image shows a person with mouth blisters, likely caused by an autoimmune skin disease, and may require medical treatment to manage symptoms and prevent further complications."
youtube/Xm46eaDAQ9c_frame_328_0_0.jpg,no definitive diagnosis,shoulder,"The image shows a tattoo of a flea on the shoulder. There is also a red, inflamed area visible on the upper back, but no clear dermatological lesion or disease is identifiable from the image alone.",allergic contact dermatitis,No body location information,"This image shows a close-up view of a skin disease characterized by red, itchy patches on the skin. The cause of this condition is an allergic reaction to certain substances, and treatment options include avoiding the allergen, using over-the-counter creams, and seeing a dermatologist for prescription medication."
youtube/7kHm0OypXeI_frame_13724_2.jpg,no definitive diagnosis,hands,"The image shows the palms of both hands with diffuse erythema and mild scaling. There are no discrete lesions, vesicles, ulcers, or plaques visible. The skin appears uniformly inflamed without clear borders or specific patterns, suggesting a non-specific inflammatory or irritative process.",acral dermatitis,"hand, foot","This image describes acral dermatitis, a common skin condition in chemo patients characterized by red, purple, and painful hands and feet that may peel and heal after several weeks."
edu/Aimilios Lallas- Zoe Apalla- Elizabeth Lazaridou- Dimitrios Ioannides - Dermatoscopy A-Z-CRC Press (2019)_00025_00174.png,no definitive diagnosis,,"The image shows a diffuse, irregularly shaped area of erythema with scattered small hyperpigmented macules and some superficial scaling or crusting. The lesion lacks clear borders and appears to be a non-specific inflammatory or reactive process. Without additional clinical context or diagnostic tools, a specific dermatological diagnosis cannot be confirmed.",basal cell carcinoma,No body location information,Large ulceration (basal cell carcinoma).
"note/Robert Johr, Wilhelm Stolz - Dermoscopy Criteria Review-McGraw-Hill Professional (2019)_00269_01464_0.png",no definitive diagnosis,unspecified,"The image shows a close-up of pinkish-red skin with visible fine blood vessels (telangiectasia) and scattered small, whitish bumps. The surface appears slightly textured with fine scaling or roughness. There is no clear, distinct lesion such as a papule, plaque, or ulcer that would allow for a specific dermatological diagnosis.",no definitive diagnosis,face,"A 79-year-old man complained of swelling, redness, and itching on his face for the past year."
youtube/cxnwhiVwGbg_frame_9310_0.jpg,no definitive diagnosis,,"The image shows a non-polarized dermoscopy view of a pinkish, slightly raised lesion with multiple small, white, circular structures and scattered red areas. The lesion appears to be on a pinkish background skin. There is an arrow pointing to a specific area, but no clear diagnostic features are identifiable without additional clinical context.",non-melanocytic lesions,No body location information,"This image describes non-melanocytic lesions, which are skin disorders caused by factors other than melanocytes, and may appear as flat or raised patches with various colors. Treatment options include topical creams and laser therapy."
public/dermoscopy-00--isic2016-task1--ISIC-0000065--2d-none.png,no definitive diagnosis,unknown,"A solitary, irregularly shaped, brownish pigmented lesion with varied coloration and indistinct borders, appearing on a pale skin background. Several hairs are visible crossing over the lesion.",melanoma,No body location information,"The image is a dermoscopy photograph focusing on a pigmented skin lesion. The lesion is centrally located in the image and occupies a significant portion of the visual field. The surrounding skin appears to be normal, with no other organs or medical devices visible. The region of interest, located centrally and occupying 36.7% of the image area, exhibits a pigmented lesion with variations in color, texture, and possibly size. The lesion's irregular borders and heterogeneous coloration, which includes shades of brown and black, are indicative of abnormal skin features. The lesion's irregularity and color variation within the region of interest may suggest a potential malignancy, which could be influencing or indicative of the condition of the surrounding skin. The lesion's characteristics, such as asymmetry and uneven borders, are often associated with melanoma, which could be related to the changes in the lesion's appearance. The dermoscopy image displays a pigmented skin lesion with irregular borders and heterogeneous coloration, centrally located on the skin. The lesion's distinct appearance compared to the surrounding skin suggests potential malignancy, which may be related to the changes observed."
IIYI/16689_1.png,no definitive diagnosis,arm,"A red, ulcerated lesion with a central area of necrosis or sloughing, surrounded by erythema and raised borders. The lesion appears to be an open wound with possible signs of infection or chronic ulceration.",cutaneous sporotrichosis,forearm,"The poster has been experiencing an ulcer on the right forearm for two months and has undergone a biopsy. The discussion among users suggested possibilities of basal cell carcinoma (BCC) or squamous cell carcinoma (SCC) based on the biopsy images, but the confirmed diagnosis through pathology and PAS staining is sporotrichosis."
youtube/1O4E-aTIIiY_frame_8576_6.jpg,no definitive diagnosis,lower lip,"A small, irregularly shaped, dark red to purplish lesion is visible on the lower lip, appearing slightly raised and possibly ulcerated or crusted. The surrounding skin shows normal aging changes, including fine wrinkles and mild hyperpigmentation.",squamous cell carcinoma,lips,"This image shows an example of white circle and dotted vessels along with shiny white streaks, which are commonly observed in squamous cell carcinoma on the lip."
IIYI/23009_1.png,no definitive diagnosis,forearm,"The image shows multiple areas of bruising (ecchymosis) on the forearm, with varying shades of purple and red. There is also a small linear laceration within one of the bruised areas. The surrounding skin appears intact without signs of infection or other dermatological conditions.",actinic solar damage(solar purpura),No body location information,"Elderly male, prone to triggering after injury. Complaint of senile purpura. Discussions indicated that while senile purpura can be diagnosed, further blood tests (referred to as 'blood Rt') are suggested to rule out other hematological conditions, such as scurvy and hemophilia."
pubmed/c0_95_PMC8567499_WJCC_9_9228_g004_0.png,no definitive diagnosis,palms of hands,"The image shows the palms of both hands, which appear smooth and without visible lesions, rashes, discoloration, or abnormalities. There are no signs of dermatological conditions such as eczema, psoriasis, or dermatitis. The skin texture and color appear normal.",no definitive diagnosis,No body location information,Functional results at the 5-year follow-up.
youtube/Sv7YGWDfkQo_frame_9321_0_0.jpg,no definitive diagnosis,,"The image shows a pigmented lesion with irregular borders and heterogeneous coloration, including shades of brown, tan, and areas of lighter pigmentation. The lesion appears asymmetrical and has a somewhat lobulated or uneven surface. There are scattered darker spots within the lesion, and some areas appear slightly raised or textured. The surrounding skin is relatively normal in appearance.",contact dermatitis,No body location information,"This image shows a close-up view of a person's skin, which appears to have a red, itchy rash with small bumps and blisters. The rash is likely caused by an allergic reaction to an irritant, and treatment options may include topical creams or ointments to reduce inflammation and itching."
pubmed/73_ca_PMC4872913_1679-4508-eins-14-1-0025-gf01-pt_2.jpg,no definitive diagnosis,eyelid,"The image shows a close-up of the inner eyelid (conjunctival area) with visible erythema and a small, possibly ulcerated or inflamed lesion. There is also a white gauze pad partially covering the area, and the surrounding skin appears inflamed. The presence of a gloved finger suggests clinical examination or intervention. The exact nature of the lesion is unclear without additional context or diagnostic information.",no definitive diagnosis,No body location information,(C) Abertura da cápsula com drenagem completa do conteúdo.
pubmed/54_31_PMC3827529_IJD_58_492a_g001.png,no definitive diagnosis,glans penis,"The image shows a thick, whitish, rough, and hyperkeratotic lesion on the glans penis, which appears to be a focal area of scaling and possible ulceration or crusting. The surrounding skin is darkly pigmented and covered with coarse hair. The lesion's appearance is suggestive of a chronic dermatosis or infection, but without clinical context, histopathology, or additional findings, a specific diagnosis cannot be confirmed.","tinea, tinea cruris",penis,"Well-defined, dry, micaceous scaly plaque over the glans penis"
youtube/LuzZ5bAaWDY_frame_3863_2.jpg,no definitive diagnosis,,"The image appears to be a blurred or abstract pattern with indistinct shapes and a muted pinkish-brown coloration, lacking any identifiable skin lesion, texture, or dermatological feature.",squamous cell carcinoma,No body location information,"This image depicts squamous cell carcinoma, the second most common skin cancer, characterized by scaly red patches, open sores, rough thickened or wart-like skin, and raised growths with a central depression, often caused by UV rays or other damaging agents."
youtube/_IxzrKPJdyw_frame_5576_0.jpg,no definitive diagnosis,arm,"The image shows a person holding their arm, with text overlay asking about relief from itchiness after liposuction. No visible skin lesions, rashes, or specific dermatological findings are present in the image.","irritated seborrheic keratosis (from ""sk/isk"")",No body location information,"This image shows a person with a skin disease characterized by red, inflamed patches on their skin. The cause of this condition is not yet clear, but it may be related to an autoimmune disorder. Treatment options include topical creams and corticosteroids to reduce inflammation and prevent flare-ups."
youtube/KtE0xQG2ceI_frame_6866_6.jpg,no definitive diagnosis,unknown,"The image shows a close-up of skin with multiple small, translucent, yellowish to orange papules or vesicles, some of which appear to be filled with fluid. There are also a few small red macules scattered among the lesions. The overall skin appears erythematous. The image quality is low, making precise diagnosis difficult.",allergic contact dermatitis,oral,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, likely caused by an allergic reaction to a specific substance. Treatment options may include topical creams or oral medications to reduce inflammation and alleviate symptoms."
youtube/ypkfPgxNFms_frame_14666_1.jpg,no definitive diagnosis,face,"The image shows a close-up of skin with a visible nose and surrounding area. The skin appears to have a slightly rough or textured surface, but there are no clear signs of a specific dermatological lesion, such as a rash, lesion, or abnormal growth. The image quality is low, limiting detailed analysis.",no definitive diagnosis,No body location information,"This image depicts a red, potentially inflamed skin condition that may require a biopsy for diagnosis and treatment."
"edu/Dr. Anthony J. Mancini MD  FAAP  FAAD (editor), Dr. Daniel P. Krowchuk MD  FAAP (editor) - Pediatric Dermatology- A Quick Reference Guide-American Academy of Pediatrics (2020)_00381_11401.png",no definitive diagnosis,"face, specifically the side of the head near the ear","The image shows the side of a newborn's head, with visible fine hair and a pacifier in the mouth. There are no clear, distinct skin lesions such as rashes, lesions, or abnormalities that would indicate a specific dermatological condition. The skin appears generally healthy with some mild scaling or flaking in a few areas, which may be normal for a newborn.",dermatitis,face,Erythematous patches with greasy scale on the face of an infant with seborrheic dermatitis.
"edu/Habif, Thomas P. - Clinical Dermatology (5th ed.)  -Elsevier Health Sciences-部分2_00017_04888.png",no definitive diagnosis,palms of hands,"The palms of both hands show diffuse scaling and fine linear fissures, with a rough, flaky appearance. The skin appears dry and lacks normal smoothness, particularly on the dorsal surfaces of the fingers and across the palm centers. There is no clear evidence of specific dermatological lesions such as vesicles, plaques, or erythema that would allow for a definitive diagnosis.",cradle cap,No body location information,"The involved palm is thickened, very dry, and scaly. The patient is often unaware of the infection and feels that these changes are secondary to dry skin or hard physical labor."
youtube/ZfpA_Vc0f60_frame_59_0_0.jpg,no definitive diagnosis,around the mouth,"The image shows the perioral area with visible skin texture, fine hair, and some erythema or inflammation around the lips. There are no clear lesions such as vesicles, ulcers, or plaques that would indicate a specific dermatological condition. The skin appears moist and possibly irritated, but without additional clinical context, no definitive diagnosis can be made.",contact dermatitis,lips,"This image depicts dark lips as a symptom of allergic contact dermatitis, a skin condition caused by an allergic reaction to a substance that comes into contact with the skin."
youtube/wFwNjR0Rogc_frame_132227_0.jpg,no definitive diagnosis,face,"The image shows diffuse erythema (redness) on the facial skin, particularly around the cheek area. There are also scattered small, superficial lesions that appear to be papules or pustules, consistent with inflammatory acne or a similar inflammatory dermatosis. The skin texture appears slightly rough, and there is mild scaling or flaking in some areas. The eyelid margin is visible, indicating the lesion is located near the eye. Without additional clinical context, a precise diagnosis cannot be made.",no definitive diagnosis,"eye, nose","This image shows a dermatologist discussing various skin conditions with a patient. The patient has a skin disease that appears as large, white, cicatricial patches on the skin, mainly located on the nose. The dermatologist considers various options for the diagnosis, including actinic keratosis, lichen sclerosus, granulomatous inflammation, sarcoidosis, tuberculosis, lymphoma, and demodex. The dermatologist also mentions that the patient has good health and there are no comedonal eye openings, which is a clue that it may not be lichen sclerosus. The treatment options for this skin disease include topical treatments and, in some cases, surgery."
youtube/fmL_3Mt08GQ_frame_13703_0.jpg,no definitive diagnosis,abdomen,"The image shows a small, faintly erythematous area on the abdominal skin, with no clear signs of a distinct lesion, rash, or dermatological abnormality. The surrounding skin appears normal.",cutaneous t-cell lymphoma (mf),"breasts, abdomen, buttocks","This image describes the clinical presentation of MF in children, which can be misleading and cause delays in diagnosis. It presents as patches and plaque on unexposed areas such as the breast, lower abdomen, and buttocks, but in 45% of cases, it appears as whitish, hypopigmented lesions."
"note/Klaus Wolff, Lowell Goldsmith, Stephen Katz, Barbara Gilchrest, Amy Paller, D-部分5_00345_16576_1.png",no definitive diagnosis,face,"The image shows diffuse erythema and mild scaling on the face, particularly around the nose and cheeks, with some fine wrinkles and signs of aging skin. There are no discrete lesions such as papules, pustules, or plaques that would allow for a specific dermatological diagnosis.",no definitive diagnosis,No body location information,"After excision, the defect appears."
pubmed/6b_ac_PMC5808376_dp0801a14g003_2.png,no definitive diagnosis,,"The image shows a close-up of skin with a reddish-orange hue, featuring a central area with a textured, granular appearance indicated by an arrow. There is also a small, dark red spot to the left. The overall appearance is non-specific and lacks clear diagnostic features for a definitive dermatological condition.","lentigo, lentigo maligna",No body location information,Dermoscopy of the four most recent lesions of lentigo maligna.
